Open,High,Low,Close,Adj Close,Volume
36.9925,37.3325,36.8325,37.259998,35.587654,80528400
37.205002,37.724998,37.142502,37.389999,35.711819,95174000
37.299999,37.532501,37.1675,37.52,35.835987,71475200
37.619999,37.855,37.487499,37.755001,36.060448,83692000
37.875,37.935001,37.547501,37.584999,35.898067,68974800
37.497501,37.610001,37.220001,37.567501,35.881351,105010400
37.645,38.110001,37.474998,38.022499,36.315933,85972800
37.950001,38.459999,37.950001,38.185001,36.471138,75415600
38.337502,38.482498,38.264999,38.365002,36.643066,63124000
38.4375,38.497501,36.825001,37.639999,35.950596,129905200
37.4725,37.557499,37.297501,37.375,35.697495,68854800
37.474998,37.5825,37.032501,37.182499,35.51363,79383600
37.275002,37.555,37.102501,37.512501,35.828819,141474400
39.82,39.9375,39.040001,39.285,37.52177,279747200
39.262501,39.302502,38.755001,38.892502,37.146885,108389200
39.017502,39.349998,38.922501,39.0975,37.342686,82239600
39.264999,39.73,39.1675,39.702499,37.920532,87481200
39.650002,40.4575,39.567501,40.02,38.223778,144823600
39.814999,40.317501,39.7775,40.264999,38.457779,104526000
39.974998,40,38.657501,38.830002,37.232838,163217200
39.150002,39.642502,39.017502,39.369999,37.750618,105028400
39.830002,40.052502,39.6875,39.962502,38.318748,88490800
40.165001,40.549999,40.035,40.400002,38.738255,117862000
40.485001,40.627499,40.037498,40.237499,38.582436,110686400
40.130001,40.177502,39.459999,39.465,37.841713,111762400
39.465,39.875,39.18,39.375,37.755413,109712400
39.375,39.4725,38.7775,39.302502,37.685898,105474000
39.557499,40,39.505001,39.945,38.301964,86418400
39.767502,40.1175,39.720001,39.994999,38.349915,77596400
40.107498,40.185001,39.637501,39.817501,38.17971,79275600
39.912498,40.139999,39.817501,39.965,38.321136,101920400
40.035,40.5,39.982498,40.3675,38.7071,103864000
40.025002,40.779999,40,40.727501,39.052284,118067600
40.950001,40.9725,40.6525,40.837502,39.157761,109078400
40.91,41.130001,40.869999,41,39.313568,107140400
41.200001,41.235001,40.907501,41.012501,39.325558,66364400
40.9375,41.0625,40.139999,40.52,38.853317,117874000
40.677502,40.747501,40.130001,40.477501,38.812557,86606800
40.522499,40.560001,40.09,40.314999,38.656754,87714000
40.215,40.287498,39.6325,39.657501,38.026302,114446000
40.125,40.512501,39.9725,40.375,38.714279,126323200
40.6525,40.990002,39.692501,40.215,38.560867,286856000
39.967499,39.990002,39.477501,39.912498,38.270802,179629600
39.747501,39.849998,39.522499,39.57,37.94239,95042800
39.6175,40.2425,39.5,39.970001,38.325935,196458400
40.0275,40.125,39.5,39.6675,38.035885,113077600
39.877499,39.942501,39.610001,39.682499,38.050262,83242400
39.474998,39.564999,38.4575,39.017502,37.412628,211805600
38.950001,38.950001,38.1875,38.3475,36.770168,150046800
37.884998,38.067501,37.639999,37.9725,36.410603,186581600
37.497501,37.9575,37.290001,37.637501,36.089378,177549200
37.945,38.48,37.922501,38.285,36.710247,146640000
38.450001,38.68,38.384998,38.557499,36.971531,102016800
38.4725,38.57,38.174999,38.32,36.743805,88022000
38.302502,38.532501,38,38.529999,36.945168,105199200
38.564999,38.612499,38.18,38.452499,36.870865,74795200
38.502499,38.772499,38.477501,38.619999,37.031464,64921200
38.407501,38.465,38.115002,38.369999,36.791752,80655200
38.544998,38.860001,38.512501,38.8475,37.249611,85135200
38.7425,38.872501,38.639999,38.825001,37.228035,69630400
38.952499,39.182499,38.872501,38.959999,37.357483,65051600
39.014999,39.5,38.775002,38.974998,37.371864,62468000
38.9925,39.244999,38.9375,39.137501,37.527683,67622400
39.087502,39.342499,38.932499,39,37.39584,64500400
39.182499,39.32,39.102501,39.247501,37.63316,65576800
39.474998,40,39.412498,39.970001,38.325935,96486000
39.945,40.217499,39.807499,40.1175,38.467373,75989200
40.105,40.177502,39.900002,39.939999,38.29718,65496800
39.1875,39.27,38.755001,38.994999,37.391045,170336800
39.1525,39.4375,38.990002,39.0625,37.455776,95896400
39.2225,39.422501,38.875,39.0425,37.436596,87937200
39.072498,39.355,39.049999,39.275002,37.659531,71028800
39.227501,39.387501,38.817501,39.102501,37.494122,84828400
39.307499,39.4575,39.195,39.352501,37.733841,68002000
39.822498,40.900002,39.674999,40.762501,39.085838,177816800
40.9725,42.017502,40.93,41.68,39.965603,178803200
41.974998,42.412498,41.735001,42.259998,40.521748,144187200
42.467499,42.485001,41.4025,41.7225,40.006359,134551200
41.650002,42.125,41.32,42.0275,40.298813,165573600
43.5,43.564999,42.779999,43.125,41.35117,237594400
43.092499,43.747501,42.93,43.5625,41.770676,140105200
43.477501,43.8125,43.400002,43.702499,41.904911,97446000
43.665001,44.060001,43.5825,44.060001,42.247711,97638000
43.7775,44.025002,43.285,43.970001,42.161411,117930400
43.7775,43.845001,43.567501,43.6675,42.021866,100582000
43.375,43.625,43.349998,43.4925,41.85347,67928400
43.259998,43.369999,42.794998,42.834999,41.220745,99130000
42.4925,42.580002,42.095001,42.27,40.67704,116632400
42.794998,42.967499,42.575001,42.775002,41.163006,94550000
42.759998,42.8475,42.41,42.537498,40.934456,87598000
42.572498,42.639999,42.389999,42.494999,40.893555,65049600
42.695,43.424999,42.695,43.285,41.65379,100525200
43.34,43.75,43.262501,43.740002,42.091644,102355600
43.775002,43.875,43.662498,43.7425,42.094051,56106800
43.762501,43.77,43.334999,43.522499,41.882336,82867200
43.575001,43.717499,42.965,43.267502,41.636951,105715200
43.157501,43.23,41.790001,42.369999,40.773273,166665600
42.607498,43.035,42.110001,42.962502,41.343441,166108800
42.487499,42.9175,42.125,42.762501,41.150986,159037200
43.119999,43.154999,42.407501,42.450001,40.850254,130169600
